الجملة الاسمية  مكشلة
الكتابُ مفيدٌ
المنزلُ واسعٌ
الطالبُ مجتهدٌ
المعلمُ ماهرٌ
الطفلُ بريءٌ
الشارعُ طويلٌ
الكتابةُ سهلةٌ
السيارةُ جديدةٌ
الهاتفُ حديثٌ
الحاسوبُ سريعٌ
القلم رائعٌ
الكرسيُّ مريحٌ
الحديقةُ جميلةٌ
البحر واسعٌ
النباتُ أخضرُ
الجبلُ مرتفعٌ
السريرُ مرتبٌ
الماءُ باردٌ
الشباكُ مفتوحٌ
البابُ مغلقٌ
السجادةُ نظيفةٌ
الطاولةُ خشبيةٌ
الكرسي كبيرٌ
الشمسُ مشرقةٌ
القمرُ ساطعٌ
النهرُ جَارٍ
السماءُ زرقاءُ
السحبُ متفرقةٌ
النجومُ لامعةٌ
الظلامُ قادمٌ
الثوبُ جميلٌ
السوقُ مزدحمٌ
القطارُ سريعٌ
الطائرةُ مُرتفعةٌ
الكتابةُ واضحةٌ
القراءةُ مشوقةٌ
السباحةُ ممتعةٌ
النومُ مريحٌ
الطعامُ لذيذٌ
الصوتُ هادئ
الضوءُ خافتٌ
الفراش مريحٌ
الفاكهةُ جميلةٌ
الوردُ متفتحٌ
الحقلُ واسعٌ
السفينةُ كبيرةٌ
الْكتابُ ممتعٌ
المنزلُ مريحٌ
المكتبُ مرتبٌ
الزجاجُ شفافٌ
الأرضيةُ نظيفةٌ
التلميذُ مجتهدٌ
الأستاذُ مهذبٌ
السائقُ ماهرٌ
العاملُ نشيطٌ
الطريقُ طويلٌ
السائقُ مستعدٌ
السلمُ متينٌ
الصندوقُ خشبيٌّ
الكتابُ سهلٌ
الورقةُ بيضاءُ
الجريدةُ حديثةٌ
الغرفةُ مظلمةٌ
المعلمُ محترمٌ
الحائطُ سميكٌ
السقفُ مرتفعٌ
العمودُ طويلٌ
طفلٌ جميلٌ
كتابٌ مفيدٌ
شارعٌ طويلٌ
هاتفٌ حديثٌ
كرسي مريحٌ
منزلٌ واسعٌ
قمرٌ ساطعٌ
نجمٌ لامعٌ
جبلٌ مرتفعٌ
بحرٌ واسعٌ
ماءٌ باردٌ
شباكٌ مفتوحٌ
بابٌ مغلقٌ
سجادةٌ نظيفةٌ
كرسي جمِيلٌ
سريرٌ مريحٌ
أرضيةٌ نظيفةٌ
سفينةٌ كبيرةٌ
مكتبٌ مرتبٌ
زجاجٌ شفافٌ
تلميذٌ مجتهدٌ
أستاذٌ مهذبٌ
عاملٌ نشيطٌ
طريقٌ طويلٌ
سلمٌ متينٌ
صندوقٌ خشبي
ورقةٌ بيضاءُ
جريدةٌ حديثةٌ
غرفةٌ مظلمةٌ
معلمٌ مجتهدٌ
حائطٌ سميكٌ
سقفٌ مرتفعٌ
طفلٌ نائمٌ
كتابٌ مقروءٌ
هاتفٌ مشحونٌ
منزلٌ مؤجرٌ
قمرٌ كاملٌ
نجمٌ صغيرٌ
جبلٌ شاهقٌ
بحرٌ هادئٌ
ماءٌ عذبٌ
شباكٌ مكسورٌ
بابٌ قويٌّ
سجادةٌ حمراءُ
شنطةٌ جلديةٌ
سريرٌ مزدوجٌ
أرضيةٌ خشبيةٌ
سفينةٌ جديدةٌ
مكتبٌ خشبي
زجاجٌ ملونٌ
تلميذٌ نابغٌ
غابةٌ كثيفةٌ
عاملٌ ماهرٌ
طريقٌ مختصرٌ
سلمٌ حديدي
صندوقٌ معدني
ورقةٌ صفراءُ
جريدةٌ يوميةٌ
غرفةٌ جديدةٌ
ساحةٌ واسعةٌ
حائطٌ مزخرفٌ
سقفٌ معلقٌ
عمودُ إضاءةٍ
طفلٌ مسرورٌ
كتابٌ مفضلٌ
هاتفٌ ذكي
الكتابانِ مفيدانِ
المنزلانِ واسعانِ 
الطالبانِ مجتهدانِ
المعلمانِ ماهرانِ
الطفلانِ بريئانِ
الشارعانِ طويلانِ
السيارتانِ جديدتانِ
الهاتفانِ حديثانِ
الحاسوبانِ سريعانِ
القلمانِ رائعانِ
الكرسيانِ مريحانِ
الحديقتانِ جميلتانِ
البحرانِ واسعانِ 
النباتانِ أخضرانِ
الجبلانِ مرتفعانِ
السريرانِ مرتبانِ
البابانِ مغلقانِ
السجادتانِ نظيفتانِ
الطاولتانِ خشبيتانِ
الكرسيانِ كبيرانِ
القمرانِ ساطعانِ
النهرانِ جاريانِ
السحابتانِ متفرقتانِ
النجمتانِ لامعتانِ
الثوبانِ جميلانِ
القطارانِ سريعانِ
الطائرتانِ مرتفعتانِ
الكتابتانِ واضحتانِ
القراءتانِ مشوقتانِ
السباحتانِ ممتعتانِ
النومانِ مريحانِ
الطعامانِ لذيذانِ
الصوتانِ هادئانِ
الضوءانِ خافتانِ
الفراشانِ مريحانِ
الفاكهتانِ جميلتانِ
الوردتانِ متفتحتانِ
الحقلانِ واسعانِ
السفينتانِ كبيرتانِ
الكتابانِ ممتعانِ
المنزلانِ مريحانِ
المكتبانِ مرتبانِ
الزجاجانِ شفافانِ
الأرضيتانِ نظيفتانِ
التلميذانِ مجتهدانِ
الأستاذانِ مهذبانِ
السائقانِ ماهرانِ
العاملانِ نشيطانِ
الطريقانِ طويلانِ
السائقانِ مستعدانِ
السلمانِ متينانِ
الصندوقانِ خشبيانِ
الورقتانِ بيضاوانِ
الجريدتانِ حديثتانِ
الغرفتانِ مظلمتانِ
المعلمانِ محترمانِ
الحائطانِ سميكانِ
السقفانِ مرتفعانِ
العمودانِ طويلانِ
الطفلانِ جميلانِ
النجمانِ لامعانِ
الكرسيانِ جميلانِ
السريرانِ مريحانِ
المعلمانِ مجتهدانِ
الطفلانِ نائمانِ
الكتابانِ مقروءان
الهاتفانِ مشحونانِ
المنزلانِ مؤجرانِ
القمرانِ كاملانِ
النجمانِ صغيرانِ
الجبلانِ شاهقانِ
البحرانِ هادئانِ
الشباكانِ مكسورانِ
البابانِ قويانِ
السجادتانِ حمراوانِ
الشنطتانِ جلديتانِ
السريرانِ مزدوجانِ
الأرضيتانِ خشبيتانِ
السفينتانِ جديدتانِ
المكتبانِ خشبيانِ
الزجاجانِ ملونانِ
التلميذانِ نابغانِ
الغابتانِ كثيفتانِ
العاملانِ ماهرانِ
الطريقانِ مختصرانِ
السلمانِ حديديانِ
الورقتانِ صفراوانِ
الجريدتانِ يوميتانِ
الغرفتانِ جديدتانِ
الساحتانِ واسعتانِ
الحائطانِ مزخرفانِ
السقفانِ معلقانِ
الطفلانِ مسرورانِ
الكتابانِ مفضلانِ
الهاتفانِ ذكيانِ
المنازلُ واسعةٌ
الطلابُ مجتهدونَ
المعلمونَ ماهرونَ
الأطفالُ أبرياءُ
الشوارع طويلةٌ
الكتاباتُ سهلةٌ
السياراتُ جديدةٌ
الهواتفُ حديثةٌ
الحواسيبُ سريعةٌ
الأقلامُ رائعةٌ
الكراسي مريحةٌ
الحدائقُ جميلةٌ
البحارُ واسعةٌ
النباتاتُ خضراءُ
الجبالُ مرتفعةٌ
الأسرةُ مرتبةٌ
الأبوابُ مغلقةٌ
السَّجَاجِيدُ نَظِيفَةٌ
الطاولاتُ خشبيةٌ
الكراسي كبيرةٌ
الأقمارُ ساطعةٌ
الأنهارُ جاريةٌ
السمواتُ زرقاءُ
الثيابُ جميلةٌ
الأسواقُ مزدحمةٌ
القطاراتُ سريعةٌ
الطائراتُ مرتفعةٌ
الكتاباتُ واضحةٌ
القراءاتُ مشوقةٌ
السباحاتُ ممتعةٌ
الأطعمةُ لذيذةٌ
الأصواتُ هادئةٌ
الأضواءُ خافتةٌ
الفرشُ مريحةٌ
الفواكهُ جميلةٌ
الورودُ متفتحةٌ
الحقولُ واسعةٌ
السفنُ كبيرةٌ
الكتبُ ممتعةٌ
المنازلُ مريحةٌ
المكاتبُ مرتبةٌ
الزجاجاتُ شفافةٌ
الأرضياتُ نظيفةٌ
التلاميذُ مجتهدونَ
الأساتذةُ مهذبونَ
السائقونَ ماهرونَ
العمالُ نشيطونَ
الطرقُ طويلةٌ
السائقونَ مستعدونَ
السلالمُ مَتينةٌ
الصناديقُ خشبيةٌ
الكتبُ سهلةٌ
الأوراقُ بيضاءُ
الجرائدُ حديثةٌ
الغرفُ مظلمةٌ
المعلمونَ محترمونَ
الحوائطُ سميكةٌ
السقوفُ مرتفعةٌ
الأعمدةُ طويلةٌ
الأطفالُ جميلونَ
الكتبُ مفيدةٌ
المياهُ باردةٌ
الكراسي جميلةٌ
الأسرةُ مريحةٌ
المعلمونَ مجتهدونَ
الأطفالُ نائمونَ
الكتبُ مقروءةٌ
الهواتف مشحونةٌ
المنازلُ مؤجرةٌ
الأقمارُ كاملةٌ
النجومُ صغيرةٌ
الجبالُ شاهقةٌ
البحارُ هادئةٌ
المياهُ عذبةٌ
الشباكُ مكسورةٌ
الأبوابُ قويةٌ
السجاجيدُ حمراءُ
الشنطُ جلديةٌ
الأسرةُ مزدوجةٌ
الأرضياتُ خشبيةٌ
السفنُ جديدةٌ
الْمكاتبُ خشبيةٌ
الزجاجاتُ ملونةٌ
التلاميذُ نبغاءُ
الغاباتُ كثيفةٌ
العمالُ مهرةٌ
الطرقُ مختصرةٌ
السلالمُ حديديةٌ
الصناديقُ معدنيةٌ
الأوراقُ صفراءُ
الجرائدُ يوميةٌ
الغرفُ جديدةٌ
الساحاتُ واسعةٌ
الحوائطُ مزخرفةٌ
السقوفُ معلقةٌ
الأعمدةُ إضاءةٌ
الأطفالُ مسرورونَ
الكتبُ مفضلةٌ
الهواتفُ ذكيةٌ
الكتابُ في المكتبةِ جديدٌ
المنزلُ في المدينةِ واسعٌ
الطالبُ في المدرسةِ مجتهدٌ
المعلمُ في الفصلِ ماهرٌ
الطفلُ في الحديقةِ بريءٌ
الشارعُ في القريةِ طويلٌ
الكتابُ على الطاولةِ مفيدٌ
السيارةُ في الموقفِ جديدةٌ
الهاتفُ في الجيبِ حديثٌ
الحاسوبُ على المكتبِ سريعٌ
القلمُ في اليدِ جافٌّ
الكرسيُّ في الغرفةِ مريحٌ
الحديقةُ في المنزلِ جميلةٌ
البحرُ على الساحلِ واسعٌ
النباتُ في الحقلِ أخضرُ
الجبلُ في الصحراءِ مرتفعٌ
السريرُ في الغرفةِ مريحٌ
الماءُ في الزجاجةِ باردٌ
الشباكُ في الغرفةِ مفتوحٌ
البابُ في المنزلِ مغلقٌ
السجادةُ في الصالةِ نظيفةٌ
الطاولةُ في المطبخِ خشبيةٌ
الكرسيُّ في الصالةِ كبيرٌ
الشمسُ في السماءِ مشرقةٌ
القمرُ في الليلِ ساطعٌ
النهرُ في المدينةِ جاريٌ
السماءُ في النهارِ زرقاءُ
السحبُ في السماءِ متفرقةٌ
النجومُ في الليلِ لامعةٌ
الظلامُ في الغرفةِ قادمٌ
الثوبُ في البيتِ جميلٌ
السوقُ في المدينةِ مزدحمٌ
القطارُ في المحطةِ سريعٌ
الطائرةُ في الجوِّ مرتفعةٌ
الكتابةُ على اللوحةِ واضحةٌ
القراءةُ في المكتبةِ مشوقةٌ
السباحةُ في المسبحِ ممتعةٌ
النومُ في السريرِ مريحٌ
الطعامُ على الطاولةِ جميلٌ
الصوتُ في الغرفةِ هادئٌ
الضوءُ في الممرِّ خافتٌ
الفراشُ في السريرِ مريحٌ
الفاكهةُ في السوقِ جميلةٌ
الوردةُ في الحديقةِ متفتحةٌ
الحقلُ في الريفِ واسعٌ
السفينةُ في الميناءِ كبيرةٌ
الكتابُ في المكتبةِ ممتعٌ
المنزلُ في الحيِّ مريحٌ
المكتبُ في الغرفةِ مرتبٌ
الزجاجُ في النافذةِ شفافٌ
الأرضيةُ في المنزلِ نظيفةٌ
التلميذُ في المدرسةِ مجتهدٌ
الأستاذُ في الجامعةِ مهذبٌ
السائقُ في السيارةِ ماهرٌ
العاملُ في المصنعِ نشيطٌ
الطريقُ في المدينةِ طويلٌ
السائقُ في الحافلةِ مستعدٌّ
السلمُ في المنزلِ متينٌ
الصندوقُ في المخزنِ خشبيٌّ
الكتابُ في الحقيبةِ سهلٌ
الورقةُ في الملفِّ بيضاءُ
الجريدةُ في المكتبةِ حديثةٌ
الغرفةُ في المنزلِ مظلمةٌ
المعلمُ في المدرسةِ ذكيٌّ
الحائطُ في المنزلِ سميكٌ
السقفُ في الغرفةِ مرتفعٌ
العمودُ في الحديقةِ طويلٌ
الأرضُ لنا فيها حقٌّ
الكتابُ لكَ فيه فائدةٌ
الدارُ لهم فيها نصيبٌ
القلمُ لي به استخدامٌ
البحرُ لكَ فيه متعةٌ
الجبلُ لهم فيه مأوى
السوقُ لنا فيه تجارةٌ
النهرُ لكم فيه رزقٌ
المدرسةُ لكَ فيها علمٌ
المسجدُ لهم فيه طمأنينةٌ
الشجرةُ لي فيها ظلٌّ
المدينةُ لكم فيها مساكنُ
الوطنُ لنا فيه انتماءٌ
المنزلُ لهم فيه راحةٌ
السوقُ لكَ فيه فرصةٌ
البحرُ لي فيه ذكرياتٌ
الجبلُ لكَ فيه مغامرةٌ
النهرُ لنا فيه حياةٌ
الحديقةُ لكم فيها جمالٌ
الكتابُ لي فيه معرفةٌ
الدرسُ لهم فيه فائدةٌ
الطعامُ لنا فيه غذاءٌ
الهواءُ لكم فيه تنفسٌ
السيارةُ لي بها تنقلٌ
الفضاءُ لهم فيه اكتشافٌ
القمرُ لكم فيه نورٌ
الشمسُ لنا منها دفءٌ
النجمُ لكَ به إرشادٌ
الأرضُ لهم منها خيراتٌ
الغابةُ لنا فيها مواردٌ
المدرسةُ لكَ منها تعليمٌ
القصرُ لهم فيه رفاهيةٌ
السوقُ لكم فيه مكسبٌ
البحرُ لي منه راحةٌ
الشارعُ لكم فيه مرورٌ
الجبلُ لنا فيه تسلُّقٌ
النهرُ لكم منه ماءٌ
الساحةُ لي فيها لقاءٌ
المدينةُ لهم فيها أسواقٌ
الحقلُ لنا فيه زراعةٌ
السوقُ لكَ فيه مشترياتٌ
الملعبُ لنا فيه لعبٌ
الغرفةُ لكَ فيها هدوءٌ
الشارعُ لهم فيه حركةٌ
الحديقةُ لنا فيها زهورٌ
الوطنُ لكم فيه أمانٌ
القطارُ لي به سفرٌ
السفينةُ لهم بها رحلةٌ
القلعةُ لكم فيها حصانةٌ
الأرضُ لنا فيها زراعةٌ
البحرُ لكَ به صيدٌ
النهرُ لهم فيه عبورٌ
المنزلُ لنا فيه استقرارٌ
المدينةُ لكَ فيها فرصٌ
السيارةُ لنا بها سرعةٌ
القصرُ لهم فيه فخامةٌ
الكتابُ لي منه استفادةٌ
الدفترُ لكم فيه كتابةٌ
الغابةُ لهم فيها أسرارٌ
السوقُ لنا فيه تجارةٌ
المدرسةُ لكَ بها تعلُّمٌ
المسجدُ لنا فيه خشوعٌ
الهواءُ لهم فيه نسيمٌ
القمرُ لنا منه ضياءٌ
النجمُ لكَ به دليلٌ
الجبلُ لنا فيه تحدٍّ
النهرُ لهم منه خيرٌ
القلمُ في اليدِ جافٌّ
الكرسيُّ في الغرفةِ مريحٌ
الحديقةُ في المنزلِ جميلةٌ
البحرُ على الساحلِ واسعٌ
النباتُ في الحقلِ أخضرُ
الجبلُ في الصحراءِ مرتفعٌ
السريرُ في الغرفةِ مريحٌ
الماءُ في الزجاجةِ باردٌ
الشباكُ في الغرفةِ مفتوحٌ
البابُ في المنزلِ مغلقٌ
السجادةُ في الصالةِ نظيفةٌ
الطاولةُ في المطبخِ خشبيةٌ
الكرسيُّ في الصالةِ كبيرٌ
الشمسُ في السماءِ مشرقةٌ
القمرُ في الليلِ ساطعٌ
النهرُ في المدينةِ جارٍ
السماءُ في النهارِ زرقاءُ
السحبُ في السماءِ متفرقةٌ
النجومُ في الليلِ لامعةٌ
الظلامُ في الغرفةِ قادمٌ
الثوبُ في البيتِ جميلٌ
السوقُ في المدينةِ مزدحمٌ
القطارُ في المحطةِ سريعٌ
الطائرةُ في الجوِّ مرتفعةٌ
الكتابةُ على اللوحةِ واضحةٌ
القراءةُ في المكتبةِ مشوقةٌ
السباحةُ في المسبحِ ممتعةٌ
النومُ في السريرِ مريحٌ
الطعامُ على الطاولةِ جميلٌ
الصوتُ في الغرفةِ هادئٌ
الضوءُ في الممرِّ خافتٌ
الفراشُ في السريرِ مريحٌ
الفاكهةُ في السوقِ جميلةٌ
الوردةُ في الحديقةِ متفتحةٌ
الحقلُ في الريفِ واسعٌ
السفينةُ في الميناءِ كبيرةٌ
الكتابُ في المكتبةِ ممتعٌ
المنزلُ في الحيِّ مريحٌ
المكتبُ في الغرفةِ مرتبٌ
الزجاجُ في النافذةِ شفافٌ
الأرضيةُ في المنزلِ نظيفةٌ
التلميذُ في المدرسةِ مجتهدٌ
السائقُ في السيارةِ ماهرٌ
العاملُ في المصنعِ نشيطٌ
الطريقُ في المدينةِ طويلٌ
السائقُ في الحافلةِ مستعدٌّ
السُّلَّمُ في المنزلِ متينٌ
الصندوقُ في المخزنِ خشبيٌّ
الكتابُ في الحقيبةِ سهلٌ
الورقةُ في الملفِّ بيضاءُ
الجريدةُ في المكتبةِ حديثةٌ
الغرفةُ في المنزلِ مظلمةٌ
المعلمُ في المدرسةِ ذكيٌّ
الحائطُ في المنزلِ سميكٌ
السقفُ في الغرفةِ مرتفعٌ
العمودُ في الحديقةِ طويلٌ
الأرضُ لنا فيها حقٌّ
الكتابُ لك فيه فائدةٌ
الدارُ لهم فيها نصيبٌ
القلمُ لي به استخدامٌ
البحرُ لك فيه متعةٌ
الجبلُ لهم فيه مأوى
السوقُ لنا فيه تجارةٌ
النهرُ لكم فيه رزقٌ
المدرسةُ لك فيها علمٌ
المسجدُ لهم فيه طمأنينةٌ
الشجرةُ لي فيها ظلٌّ
المدينةُ لكم فيها مساكنُ
الوطنُ لنا فيه انتماءٌ
المنزلُ لهم فيه راحةٌ
السوقُ لك فيه فرصةٌ
البحرُ لي فيه ذكرياتٌ
الجبلُ لك فيه مغامرةٌ
النهرُ لنا فيه حياةٌ
الحديقةُ لكم فيها جمالٌ
الكتابُ لي فيه معرفةٌ
الدرسُ لهم فيه فائدةٌ
الطعامُ لنا فيه غذاءٌ
الهواءُ لكم فيه تنفسٌ
السيارةُ لي بها تنقلٌ
الفضاءُ لهم فيه اكتشافٌ
القمرُ لكم فيه نورٌ
الشمسُ لنا منها دفءٌ
النجمُ لك به إرشادٌ
الأرضُ لهم منها خيراتٌ
الغابةُ لنا فيها مواردُ
المدرسةُ لك منها تعليمٌ
القصرُ لهم فيه رفاهيةٌ
السوقُ لكم فيه مكسبٌ
البحرُ لي منه راحةٌ
الشارعُ لكم فيه مرورٌ
الجبلُ لنا فيه تسلُّقٌ
النهرُ لكم منه ماءٌ
الساحةُ لي فيها لقاءٌ
المدينةُ لهم فيها أسواقٌ
الحقلُ لنا فيه زراعةٌ
السوقُ لك فيه مشترياتٌ
الملعبُ لنا فيه لعبٌ
الغرفةُ لك فيها هدوءٌ
الشارعُ لهم فيه حركةٌ
الحديقةُ لنا فيها زهورٌ
الوطنُ لكم فيه أمانٌ
القطارُ لي به سفرٌ
السفينةُ لهم بها رحلةٌ
القلعةُ لكم فيها حصانةٌ
الأرضُ لنا فيها زراعةٌ
البحرُ لك به صيدٌ
النهرُ لهم فيه عبورٌ
المنزلُ لنا فيه استقرارٌ
المدينةُ لك فيها فرصٌ
السيارةُ لنا بها سرعةٌ
القصرُ لهم فيه فخامةٌ
الكتابُ لي منه استفادةٌ
الدفترُ لكم فيه كتابةٌ
الغابةُ لهم فيها أسرارٌ
السوقُ لنا فيه تجارةٌ
المدرسةُ لك بها تعلُّمٌ
المسجدُ لنا فيه خشوعٌ
الهواءُ لهم فيه نسيمٌ
القمرُ لنا منه ضياءٌ
النجمُ لك به دليلٌ
الجبلُ لنا فيه تحدٍّ
النهرُ لهم منه خيرٌ
